199.14303588867188,1259.5562383351519,1261.5254401111608,1258.5717093288338,1248.7290577888714,1254.6340727949116,1251.6813491965734,1251.6813491965734,1241.8420604007338,1254.6340727949116,1251.6813491965734
199.61284753122402,1252.665542390851,1254.6340727949116,1253.6497835942998,1258.5717093288338,1245.777198896106,1250.6972040234773,1251.6813491965734,1254.6340727949116,1251.6813491965734,1250.6972040234773
200.08263811967217,1241.8420604007338,1251.6813491965734,1250.6972040234773,1262.5101128568447,1261.5254401111608,1260.5408152665957,1254.6340727949116,1244.793342102342,1248.7290577888714,1266.4492826107382
200.5524076502545,1255.6184099806776,1255.6184099806776,1254.6340727949116,1261.5254401111608,1248.7290577888714,1264.479602003561,1253.6497835942998,1262.5101128568447,1260.5408152665957,1262.5101128568447
201.02215611920917,1268.4191545823808,1254.6340727949116,1248.7290577888714,1253.6497835942998,1268.4191545823808,1257.5872282596454,1261.5254401111608,1250.6972040234773,1252.665542390851,1254.6340727949116
201.49188352277434,1251.6813491965734,1250.6972040234773,1246.7611037831246,1256.602795139591,1252.665542390851,1251.6813491965734,1251.6813491965734,1263.494833491645,1248.7290577888714,1256.602795139591
201.96158985718822,1260.5408152665957,1253.6497835942998,1258.5717093288338,1257.5872282596454,1259.5562383351519,1255.6184099806776,1252.665542390851,1238.891211971003,1259.5562383351519,1262.5101128568447
202.43127511868894,1255.6184099806776,1254.6340727949116,1244.793342102342,1246.7611037831246,1258.5717093288338,1255.6184099806776,1256.602795139591,1251.6813491965734,1250.6972040234773,1254.6340727949116
202.90093930351475,1254.6340727949116,1251.6813491965734,1255.6184099806776,1240.858396100147,1254.6340727949116,1248.7290577888714,1255.6184099806776,1245.777198896106,1246.7611037831246,1258.5717093288338
203.37058240790375,1262.5101128568447,1260.5408152665957,1262.5101128568447,1249.713106883573,1257.5872282596454,1258.5717093288338,1257.5872282596454,1256.602795139591,1260.5408152665957,1247.745056751384
203.84020442809418,1260.5408152665957,1254.6340727949116,1251.6813491965734,1252.665542390851,1253.6497835942998,1248.7290577888714,1244.793342102342,1255.6184099806776,1259.5562383351519,1260.5408152665957
204.30980536032416,1259.5562383351519,1253.6497835942998,1257.5872282596454,1264.479602003561,1255.6184099806776,1246.7611037831246,1261.5254401111608,1255.6184099806776,1256.602795139591,1254.6340727949116
204.77938520083188,1264.479602003561,1251.6813491965734,1261.5254401111608,1256.602795139591,1251.6813491965734,1255.6184099806776,1252.665542390851,1246.7611037831246,1261.5254401111608,1258.5717093288338
205.24894394585556,1259.5562383351519,1252.665542390851,1248.7290577888714,1245.777198896106,1262.5101128568447,1261.5254401111608,1245.777198896106,1258.5717093288338,1252.665542390851,1261.5254401111608
205.71848159163332,1267.4341946820005,1250.6972040234773,1259.5562383351519,1264.479602003561,1250.6972040234773,1260.5408152665957,1247.745056751384,1255.6184099806776,1259.5562383351519,1266.4492826107382
206.18799813440336,1263.494833491645,1260.5408152665957,1259.5562383351519,1257.5872282596454,1252.665542390851,1258.5717093288338,1251.6813491965734,1255.6184099806776,1256.602795139591,1242.82577284264
